UniqueID,County,Precinct,Donald J. Trump,Joe R. Biden,Jo Jorgensen,Don_Per,Joe_Per,Don_MOV,Joe_MOV,Total_Pres,David A. Purdue,Jon Ossoff,Pur_Per,Oss_Per,Pur_MOV,Oss_MOV,Total_Sen1,Kelly Loeffler,Raphael Warnock,Loe_Per,War_Per,Loe_MOV,War_MOV,Others,Total_Sen2
"Glynn,Howard Coffin Park",Glynn,Howard Coffin Park,639,1160,32,34.89,63.35,-28.46,28.46,1831,627,1110,34.85,61.7,-26.85,26.85,1799,289,557,16.44,31.7,-15.26,15.26,911,1757
"Glynn,Urbana-Perry Parks",Glynn,Urbana-Perry Parks,189,1543,25,10.75,87.82,-77.07,77.07,1757,198,1459,11.49,84.67,-73.18,73.18,1723,62,689,3.63,40.43,-36.8,36.8,953,1704
"Glynn,Selden Park",Glynn,Selden Park,194,465,4,29.26,70.13,-40.87,40.87,663,189,437,29.16,67.43,-38.27,38.27,648,70,180,10.86,27.95,-17.09,17.09,394,644
"Gordon,Sugar Valley",Gordon,Sugar Valley,891,116,5,88.04,11.46,76.58,-76.58,1012,876,106,87.42,10.57,76.85,-76.85,1002,462,62,46.61,6.25,40.36,-40.36,467,991
"Gordon,Plainville",Gordon,Plainville,1118,197,11,84.31,14.85,69.46,-69.46,1326,1101,193,83.53,14.64,68.89,-68.89,1318,569,119,43.63,9.12,34.51,-34.51,616,1304
"Gordon,Sonoraville",Gordon,Sonoraville,3246,497,38,85.85,13.14,72.71,-72.71,3781,3186,479,85.02,12.78,72.24,-72.24,3747,1648,311,44.55,8.4,36.15,-36.15,1740,3699
"Gordon,Pine Chapel",Gordon,Pine Chapel,644,84,7,87.61,11.42,76.19,-76.19,735,632,80,87.05,11.01,76.04,-76.04,726,303,58,42.02,8.04,33.98,-33.98,360,721
"Gordon,Oostanaula",Gordon,Oostanaula,403,93,3,80.76,18.63,62.13,-62.13,499,393,87,80.04,17.71,62.33,-62.33,491,201,63,41.78,13.09,28.69,-28.69,217,481
"Gordon,Oakman",Gordon,Oakman,790,116,4,86.81,12.74,74.07,-74.07,910,761,107,85.12,11.96,73.16,-73.16,894,388,77,43.69,8.67,35.02,-35.02,423,888
"Gordon,Gordon County",Gordon,Gordon County,3227,769,25,80.25,19.12,61.13,-61.13,4021,3153,738,79.3,18.56,60.74,-60.74,3976,1559,432,39.83,11.03,28.8,-28.8,1923,3914
"Gordon,Calhoun City",Gordon,Calhoun City,4233,1702,89,70.26,28.25,42.01,-42.01,6024,4172,1613,70.23,27.15,43.08,-43.08,5940,2008,975,34.21,16.61,17.6,-17.6,2886,5869
"Gordon,Lily Pond",Gordon,Lily Pond,1097,203,11,83.67,15.48,68.19,-68.19,1311,1071,194,82.06,14.86,67.2,-67.2,1305,593,139,45.89,10.75,35.14,-35.14,560,1292
"Gordon,Fairmount",Gordon,Fairmount,1215,148,17,88.04,10.72,77.32,-77.32,1380,1174,141,86.32,10.36,75.96,-75.96,1360,618,109,45.74,8.06,37.68,-37.68,624,1351
"Gordon,Red Bud",Gordon,Red Bud,1703,332,21,82.83,16.14,66.69,-66.69,2056,1674,320,82.13,15.7,66.43,-66.43,2038,810,201,40.31,10,30.31,-30.31,998,2009
"Gordon,Resaca",Gordon,Resaca,838,127,13,85.68,12.98,72.7,-72.7,978,818,124,84.41,12.79,71.62,-71.62,969,380,73,39.95,7.67,32.28,-32.28,498,951
"Grady,Blowing Cave",Grady,Blowing Cave,513,104,2,82.87,16.8,66.07,-66.07,619,500,110,80.9,17.79,63.11,-63.11,618,172,37,28.15,6.05,22.1,-22.1,402,611
"Grady,Cairo 4th District",Grady,Cairo 4th District,298,1269,7,18.93,80.62,-61.69,61.69,1574,321,1214,20.69,78.27,-57.58,57.58,1551,116,516,7.54,33.57,-26.03,26.03,905,1537
"Grady,Cairo 5th District",Grady,Cairo 5th District,985,740,9,56.8,42.67,14.13,-14.13,1734,991,694,57.88,40.53,17.35,-17.35,1712,387,275,23.03,16.36,6.67,-6.67,1018,1680
"Grady,Duncanville",Grady,Duncanville,242,119,1,66.85,32.87,33.98,-33.98,362,239,113,66.94,31.65,35.29,-35.29,357,105,62,29.91,17.66,12.25,-12.25,184,351
"Grady,Higdon",Grady,Higdon,418,201,4,67.09,32.26,34.83,-34.83,623,414,197,67.2,31.98,35.22,-35.22,616,179,70,29.93,11.7,18.23,-18.23,349,598
"Grady,Limesink",Grady,Limesink,196,46,1,80.65,18.93,61.72,-61.72,243,196,41,81.66,17.08,64.58,-64.58,240,56,23,23.33,9.58,13.75,-13.75,161,240
"Grady,Midway",Grady,Midway,764,230,7,76.32,22.97,53.35,-53.35,1001,753,222,76.29,22.49,53.8,-53.8,987,302,98,31.19,10.12,21.07,-21.07,568,968
"Grady,Pine Park",Grady,Pine Park,464,212,5,68.13,31.13,37,-37,681,452,205,67.46,30.59,36.87,-36.87,670,165,67,24.92,10.12,14.8,-14.8,430,662
"Grady,Ragan",Grady,Ragan,261,103,1,71.5,28.21,43.29,-43.29,365,257,102,70.79,28.09,42.7,-42.7,363,114,43,32.02,12.07,19.95,-19.95,199,356
"Grady,Spence",Grady,Spence,473,62,3,87.91,11.52,76.39,-76.39,538,465,62,87.07,11.61,75.46,-75.46,534,187,22,35.96,4.23,31.73,-31.73,311,520
"Grady,Spring Hill",Grady,Spring Hill,374,54,4,86.57,12.5,74.07,-74.07,432,368,54,85.78,12.58,73.2,-73.2,429,149,26,35.64,6.22,29.42,-29.42,243,418
"Grady,Whigham",Grady,Whigham,640,195,3,76.37,23.26,53.11,-53.11,838,620,188,75.7,22.95,52.75,-52.75,819,231,61,28.76,7.59,21.17,-21.17,511,803
"Grady,Woodland",Grady,Woodland,1406,284,7,82.85,16.73,66.12,-66.12,1697,1393,263,82.71,15.61,67.1,-67.1,1684,556,106,33.45,6.37,27.08,-27.08,1000,1662
"Greene,Greensboro",Greene,Greensboro,1287,1501,28,45.7,53.3,-7.6,7.6,2816,1312,1437,46.97,51.45,-4.48,4.48,2793,524,922,18.83,33.14,-14.31,14.31,1336,2782
"Greene,Union Point",Greene,Union Point,614,673,9,47.37,51.92,-4.55,4.55,1296,609,649,47.61,50.74,-3.13,3.13,1279,272,411,21.31,32.21,-10.9,10.9,593,1276
"Greene,Siloam",Greene,Siloam,338,368,2,47.74,51.97,-4.23,4.23,708,336,352,48.27,50.57,-2.3,2.3,696,135,235,19.5,33.95,-14.45,14.45,322,692
"Greene,White Plains",Greene,White Plains,140,125,2,52.43,46.81,5.62,-5.62,267,143,118,54.37,44.86,9.51,-9.51,263,64,81,24.06,30.45,-6.39,6.39,121,266
"Greene,Old Salem",Greene,Old Salem,4689,1421,50,76.12,23.06,53.06,-53.06,6160,4847,1207,79.05,19.68,59.37,-59.37,6131,2354,923,38.54,15.11,23.43,-23.43,2830,6107
"Gwinnett,HARBINS A",Gwinnett,HARBINS A,2405,2782,80,45.66,52.81,-7.15,7.15,5267,2373,2741,45.24,52.25,-7.01,7.01,5245,1330,1687,25.83,32.77,-6.94,6.94,2131,5148
"Gwinnett,ROCKBRIDGE A",Gwinnett,ROCKBRIDGE A,539,2202,26,19.47,79.58,-60.11,60.11,2767,520,2164,18.87,78.54,-59.67,59.67,2755,295,1434,10.91,53.05,-42.14,42.14,974,2703
"Gwinnett,DACULA",Gwinnett,DACULA,1391,1976,50,40.7,57.82,-17.12,17.12,3417,1392,1932,40.86,56.72,-15.86,15.86,3406,683,1151,20.46,34.48,-14.02,14.02,1504,3338
"Gwinnett,SUWANEE A",Gwinnett,SUWANEE A,549,680,26,43.74,54.18,-10.44,10.44,1255,548,653,43.76,52.15,-8.39,8.39,1252,298,438,24.3,35.72,-11.42,11.42,490,1226
"Gwinnett,BAYCREEK A",Gwinnett,BAYCREEK A,1062,1041,36,49.64,48.66,0.98,-0.98,2139,1100,991,51.52,46.41,5.11,-5.11,2135,614,689,29.07,32.62,-3.55,3.55,809,2112
"Gwinnett,GOODWINS A",Gwinnett,GOODWINS A,1101,1622,36,39.9,58.78,-18.88,18.88,2759,1075,1591,39.24,58.08,-18.84,18.84,2739,529,955,19.75,35.66,-15.91,15.91,1194,2678
"Gwinnett,DULUTH A",Gwinnett,DULUTH A,1479,2301,68,38.43,59.79,-21.36,21.36,3848,1548,2190,40.35,57.09,-16.74,16.74,3836,832,1406,22.18,37.49,-15.31,15.31,1512,3750
"Gwinnett,DUNCANS A",Gwinnett,DUNCANS A,2326,1435,39,61.21,37.76,23.45,-23.45,3800,2374,1345,62.67,35.5,27.17,-27.17,3788,1283,930,34.48,25,9.48,-9.48,1507,3720
"Gwinnett,PUCKETTS A",Gwinnett,PUCKETTS A,2851,1562,81,63.44,34.75,28.69,-28.69,4494,2893,1467,64.64,32.78,31.86,-31.86,4475,1547,881,35.02,19.94,15.08,-15.08,1989,4417
"Gwinnett,CATES A",Gwinnett,CATES A,949,762,36,54.32,43.61,10.71,-10.71,1747,950,725,54.81,41.83,12.98,-12.98,1733,487,497,28.57,29.16,-0.59,0.59,720,1704
"Gwinnett,BERKSHIRE A",Gwinnett,BERKSHIRE A,529,1033,16,33.52,65.46,-31.94,31.94,1578,524,1004,33.39,63.98,-30.59,30.59,1569,253,590,16.75,39.07,-22.32,22.32,667,1510
"Gwinnett,BERKSHIRE B",Gwinnett,BERKSHIRE B,1008,2589,42,27.69,71.14,-43.45,43.45,3639,967,2557,26.9,71.14,-44.24,44.24,3594,426,1408,12.2,40.34,-28.14,28.14,1656,3490
"Gwinnett,DUNCANS C",Gwinnett,DUNCANS C,1570,891,40,62.77,35.62,27.15,-27.15,2501,1639,790,65.92,31.77,34.15,-34.15,2486,954,533,39.09,21.84,17.25,-17.25,953,2440
"Gwinnett,GARNERS A",Gwinnett,GARNERS A,1321,1396,51,47.72,50.43,-2.71,2.71,2768,1388,1310,50.18,47.36,2.82,-2.82,2766,750,892,27.5,32.7,-5.2,5.2,1085,2727
"Gwinnett,LAWRENCEVILLE A",Gwinnett,LAWRENCEVILLE A,941,1313,25,41.29,57.61,-16.32,16.32,2279,917,1258,40.88,56.08,-15.2,15.2,2243,485,748,22.05,34.01,-11.96,11.96,966,2199
"Gwinnett,LAWRENCEVILLE B",Gwinnett,LAWRENCEVILLE B,1056,2428,30,30.05,69.09,-39.04,39.04,3514,1026,2380,29.34,68.07,-38.73,38.73,3496,519,1451,15.15,42.37,-27.22,27.22,1454,3424
"Gwinnett,MARTINS A",Gwinnett,MARTINS A,516,1521,19,25.09,73.97,-48.88,48.88,2056,483,1502,23.73,73.8,-50.07,50.07,2035,197,787,10.01,40.01,-30,30,983,1967
"Gwinnett,MARTINS B",Gwinnett,MARTINS B,654,1301,18,33.14,65.94,-32.8,32.8,1973,633,1268,32.34,64.79,-32.45,32.45,1957,321,688,16.82,36.05,-19.23,19.23,899,1908
"Gwinnett,MARTINS C",Gwinnett,MARTINS C,682,1092,26,37.88,60.66,-22.78,22.78,1800,669,1065,37.66,59.96,-22.3,22.3,1776,387,654,22.06,37.28,-15.22,15.22,713,1754
"Gwinnett,PINCKNEYVILLE A",Gwinnett,PINCKNEYVILLE A,362,1283,12,21.84,77.42,-55.58,55.58,1657,348,1242,21.18,75.59,-54.41,54.41,1643,131,713,8.16,44.45,-36.29,36.29,760,1604
"Gwinnett,PINCKNEYVILLE B",Gwinnett,PINCKNEYVILLE B,532,1447,17,26.65,72.49,-45.84,45.84,1996,503,1414,25.4,71.41,-46.01,46.01,1980,191,777,9.96,40.53,-30.57,30.57,949,1917
"Gwinnett,PINCKNEYVILLE C",Gwinnett,PINCKNEYVILLE C,741,889,19,44.93,53.91,-8.98,8.98,1649,793,813,47.97,49.18,-1.21,1.21,1653,464,580,28.24,35.3,-7.06,7.06,599,1643
"Gwinnett,PINCKNEYVILLE D",Gwinnett,PINCKNEYVILLE D,327,935,15,25.6,73.21,-47.61,47.61,1277,300,910,23.86,72.39,-48.53,48.53,1257,109,450,8.89,36.7,-27.81,27.81,667,1226
"Gwinnett,SUGAR HILL A",Gwinnett,SUGAR HILL A,1598,1389,47,52.66,45.78,6.88,-6.88,3034,1599,1317,53.15,43.78,9.37,-9.37,3008,833,764,28.17,25.84,2.33,-2.33,1359,2956
"Gwinnett,SUGAR HILL B",Gwinnett,SUGAR HILL B,2087,1854,74,51.98,46.17,5.81,-5.81,4015,2069,1765,51.97,44.33,7.64,-7.64,3981,1109,1082,28.33,27.64,0.69,-0.69,1723,3914
"Gwinnett,HOG MOUNTAIN A",Gwinnett,HOG MOUNTAIN A,1326,2110,51,38.02,60.51,-22.49,22.49,3487,1336,2059,38.52,59.37,-20.85,20.85,3468,654,1186,19.21,34.85,-15.64,15.64,1563,3403
"Gwinnett,HOG MOUNTAIN B",Gwinnett,HOG MOUNTAIN B,1883,1622,36,53.17,45.8,7.37,-7.37,3541,1838,1599,52.24,45.45,6.79,-6.79,3518,931,1036,27.08,30.14,-3.06,3.06,1470,3437
"Gwinnett,ROCKYCREEK A",Gwinnett,ROCKYCREEK A,2277,2139,66,50.8,47.72,3.08,-3.08,4482,2289,2066,51.35,46.35,5,-5,4457,1280,1202,29.13,27.35,1.78,-1.78,1912,4394
"Gwinnett,CATES B",Gwinnett,CATES B,639,531,25,53.47,44.43,9.04,-9.04,1195,641,497,54.13,41.97,12.16,-12.16,1184,368,313,31.77,27.02,4.75,-4.75,477,1158
"Gwinnett,CATES C",Gwinnett,CATES C,671,1398,29,31.98,66.63,-34.65,34.65,2098,661,1369,31.62,65.5,-33.88,33.88,2090,383,920,18.69,44.89,-26.2,26.2,746,2049
"Gwinnett,HOG MOUNTAIN D",Gwinnett,HOG MOUNTAIN D,1192,1058,31,52.25,46.38,5.87,-5.87,2281,1193,1005,52.32,44.07,8.25,-8.25,2280,641,626,28.73,28.05,0.68,-0.68,964,2231
"Gwinnett,BERKSHIRE D",Gwinnett,BERKSHIRE D,895,1293,49,40,57.8,-17.8,17.8,2237,932,1232,41.66,55.07,-13.41,13.41,2237,511,813,23.53,37.44,-13.91,13.91,847,2171
"Gwinnett,BERKSHIRE E",Gwinnett,BERKSHIRE E,789,767,24,49.93,48.54,1.39,-1.39,1580,803,733,51.14,46.68,4.46,-4.46,1570,470,471,30.47,30.54,-0.07,0.07,601,1542
"Gwinnett,BERKSHIRE F",Gwinnett,BERKSHIRE F,564,873,28,38.49,59.59,-21.1,21.1,1465,543,867,37.21,59.42,-22.21,22.21,1459,234,485,16.63,34.47,-17.84,17.84,688,1407
"Gwinnett,CATES D",Gwinnett,CATES D,1167,1637,30,41.17,57.76,-16.59,16.59,2834,1154,1576,41.18,56.24,-15.06,15.06,2802,638,1018,23.09,36.84,-13.75,13.75,1107,2763
"Gwinnett,CATES E",Gwinnett,CATES E,1041,1287,45,43.86,54.23,-10.37,10.37,2373,1066,1230,45.01,51.94,-6.93,6.93,2368,611,824,26.42,35.64,-9.22,9.22,877,2312
"Gwinnett,PINCKNEYVILLE E",Gwinnett,PINCKNEYVILLE E,277,1017,20,21.08,77.39,-56.31,56.31,1314,264,984,20.26,75.51,-55.25,55.25,1303,120,571,9.34,44.47,-35.13,35.13,593,1284
"Gwinnett,PINCKNEYVILLE F",Gwinnett,PINCKNEYVILLE F,452,1065,27,29.27,68.97,-39.7,39.7,1544,444,1026,29.22,67.54,-38.32,38.32,1519,209,557,14.21,37.89,-23.68,23.68,704,1470
"Gwinnett,DUNCANS D",Gwinnett,DUNCANS D,3387,2054,68,61.48,37.28,24.2,-24.2,5509,3401,1944,62.16,35.53,26.63,-26.63,5471,1782,1272,33.01,23.56,9.45,-9.45,2343,5397
"Gwinnett,PINCKNEYVILLE H",Gwinnett,PINCKNEYVILLE H,1485,1980,42,42.34,56.45,-14.11,14.11,3507,1512,1901,43.34,54.5,-11.16,11.16,3488,829,1322,24.28,38.73,-14.45,14.45,1262,3413
"Gwinnett,BAYCREEK B",Gwinnett,BAYCREEK B,1179,2998,46,27.91,70.99,-43.08,43.08,4223,1145,2945,27.35,70.35,-43,43,4186,663,1854,16.11,45.05,-28.94,28.94,1598,4115
"Gwinnett,LAWRENCEVILLE C",Gwinnett,LAWRENCEVILLE C,1174,982,42,53.41,44.67,8.74,-8.74,2198,1164,951,53.15,43.42,9.73,-9.73,2190,626,555,29.37,26.04,3.33,-3.33,950,2131
"Gwinnett,MARTINS D",Gwinnett,MARTINS D,342,1023,9,24.89,74.45,-49.56,49.56,1374,318,1018,23.34,74.74,-51.4,51.4,1362,125,548,9.44,41.38,-31.94,31.94,651,1324
"Gwinnett,ROCKBRIDGE B",Gwinnett,ROCKBRIDGE B,642,2082,25,23.35,75.73,-52.38,52.38,2749,621,2047,22.71,74.87,-52.16,52.16,2734,311,1287,11.61,48.05,-36.44,36.44,1080,2678
"Gwinnett,GARNERS B",Gwinnett,GARNERS B,742,1549,16,32.16,67.14,-34.98,34.98,2307,727,1517,31.66,66.07,-34.41,34.41,2296,408,1061,18.06,46.96,-28.9,28.9,790,2259
"Gwinnett,CATES F",Gwinnett,CATES F,750,652,18,52.81,45.91,6.9,-6.9,1420,744,635,52.5,44.81,7.69,-7.69,1417,420,402,30.32,29.02,1.3,-1.3,563,1385
"Gwinnett,CATES G",Gwinnett,CATES G,1209,1133,25,51.07,47.86,3.21,-3.21,2367,1237,1062,52.57,45.13,7.44,-7.44,2353,680,741,29.22,31.84,-2.62,2.62,906,2327
"Gwinnett,DULUTH B",Gwinnett,DULUTH B,1145,1312,32,46,52.71,-6.71,6.71,2489,1149,1265,46.57,51.27,-4.7,4.7,2467,561,755,23.41,31.51,-8.1,8.1,1080,2396
"Gwinnett,GARNERS C",Gwinnett,GARNERS C,560,855,25,38.88,59.37,-20.49,20.49,1440,563,828,39.23,57.7,-18.47,18.47,1435,307,513,21.88,36.56,-14.68,14.68,583,1403
"Gwinnett,PINCKNEYVILLE I",Gwinnett,PINCKNEYVILLE I,434,1154,20,26.99,71.76,-44.77,44.77,1608,426,1124,26.65,70.33,-43.68,43.68,1598,192,587,12.41,37.94,-25.53,25.53,768,1547
"Gwinnett,PINCKNEYVILLE J",Gwinnett,PINCKNEYVILLE J,265,1200,15,17.9,81.08,-63.18,63.18,1480,262,1156,17.85,78.8,-60.95,60.95,1467,93,619,6.46,43.04,-36.58,36.58,726,1438
"Gwinnett,BERKSHIRE G",Gwinnett,BERKSHIRE G,876,1008,31,45.74,52.63,-6.89,6.89,1915,882,956,46.37,50.26,-3.89,3.89,1902,511,619,27.34,33.11,-5.77,5.77,739,1869
"Gwinnett,CATES H",Gwinnett,CATES H,710,1779,22,28.27,70.84,-42.57,42.57,2511,692,1725,27.88,69.5,-41.62,41.62,2482,362,1109,14.85,45.5,-30.65,30.65,966,2437
"Gwinnett,SUGAR HILL C",Gwinnett,SUGAR HILL C,2225,1595,69,57.21,41.01,16.2,-16.2,3889,2244,1499,57.86,38.65,19.21,-19.21,3878,1287,933,33.83,24.52,9.31,-9.31,1584,3804
"Gwinnett,SUGAR HILL D",Gwinnett,SUGAR HILL D,1796,1439,61,54.49,43.65,10.84,-10.84,3296,1769,1389,54.18,42.54,11.64,-11.64,3265,953,830,29.65,25.82,3.83,-3.83,1431,3214
"Gwinnett,DULUTH C",Gwinnett,DULUTH C,680,887,31,42.55,55.5,-12.95,12.95,1598,713,829,44.56,51.81,-7.25,7.25,1600,371,553,23.66,35.26,-11.6,11.6,644,1568
"Gwinnett,DULUTH D",Gwinnett,DULUTH D,1204,2076,39,36.27,62.54,-26.27,26.27,3319,1174,2014,35.75,61.34,-25.59,25.59,3283,574,1159,17.84,36.02,-18.18,18.18,1484,3217
"Gwinnett,PINCKNEYVILLE K",Gwinnett,PINCKNEYVILLE K,489,1694,23,22.16,76.79,-54.63,54.63,2206,483,1633,22.17,74.97,-52.8,52.8,2178,226,891,10.65,41.98,-31.33,31.33,1005,2122
"Gwinnett,PINCKNEYVILLE N",Gwinnett,PINCKNEYVILLE N,383,1922,37,16.35,82.06,-65.71,65.71,2342,369,1882,15.9,81.12,-65.22,65.22,2320,192,1137,8.38,49.67,-41.29,41.29,960,2289
"Gwinnett,LAWRENCEVILLE D",Gwinnett,LAWRENCEVILLE D,621,2101,37,22.5,76.15,-53.65,53.65,2759,610,2039,22.31,74.57,-52.26,52.26,2734,285,1093,10.7,41.05,-30.35,30.35,1284,2662
"Gwinnett,LAWRENCEVILLE E",Gwinnett,LAWRENCEVILLE E,793,860,19,47.42,51.43,-4.01,4.01,1672,793,842,47.42,50.35,-2.93,2.93,1672,428,516,26.2,31.59,-5.39,5.39,689,1633
"Gwinnett,PINCKNEYVILLE L",Gwinnett,PINCKNEYVILLE L,1089,898,38,53.77,44.34,9.43,-9.43,2025,1167,815,57.45,40.12,17.33,-17.33,2031,719,635,35.96,31.76,4.2,-4.2,645,1999
"Gwinnett,PINCKNEYVILLE M",Gwinnett,PINCKNEYVILLE M,1265,950,37,56.17,42.18,13.99,-13.99,2252,1385,835,61.28,36.94,24.34,-24.34,2260,845,649,38.01,29.19,8.82,-8.82,729,2223
"Gwinnett,GARNERS D",Gwinnett,GARNERS D,537,1807,30,22.62,76.11,-53.49,53.49,2374,532,1759,22.59,74.69,-52.1,52.1,2355,283,1259,12.14,54.03,-41.89,41.89,788,2330
"Gwinnett,BERKSHIRE H",Gwinnett,BERKSHIRE H,447,768,10,36.48,62.69,-26.21,26.21,1225,430,749,35.59,62,-26.41,26.41,1208,215,404,18.22,34.23,-16.01,16.01,561,1180
"Gwinnett,PINCKNEYVILLE O",Gwinnett,PINCKNEYVILLE O,480,1461,26,24.4,74.27,-49.87,49.87,1967,455,1441,23.39,74.08,-50.69,50.69,1945,202,790,10.62,41.55,-30.93,30.93,909,1901
"Gwinnett,PUCKETTS E",Gwinnett,PUCKETTS E,1754,2112,42,44.88,54.04,-9.16,9.16,3908,1736,2052,44.88,53.05,-8.17,8.17,3868,858,1242,22.72,32.9,-10.18,10.18,1675,3775
"Gwinnett,CATES I",Gwinnett,CATES I,1123,1606,41,40.54,57.97,-17.43,17.43,2770,1147,1565,41.52,56.66,-15.14,15.14,2762,647,1036,23.83,38.15,-14.32,14.32,1032,2715
"Gwinnett,CATES J",Gwinnett,CATES J,953,1592,42,36.83,61.53,-24.7,24.7,2587,960,1531,37.39,59.64,-22.25,22.25,2567,530,999,21.1,39.78,-18.68,18.68,982,2511
"Gwinnett,GOODWINS B",Gwinnett,GOODWINS B,1478,1443,59,49.59,48.42,1.17,-1.17,2980,1508,1371,50.89,46.27,4.62,-4.62,2963,813,880,27.93,30.24,-2.31,2.31,1217,2910
"Gwinnett,LAWRENCEVILLE F",Gwinnett,LAWRENCEVILLE F,681,2077,34,24.39,74.39,-50,50,2792,656,2040,23.8,74.02,-50.22,50.22,2756,347,1174,12.76,43.19,-30.43,30.43,1197,2718
"Gwinnett,MARTINS E",Gwinnett,MARTINS E,474,2766,41,14.44,84.3,-69.86,69.86,3281,445,2687,13.71,82.8,-69.09,69.09,3245,154,1435,4.85,45.23,-40.38,40.38,1583,3172
"Gwinnett,PINCKNEYVILLE P",Gwinnett,PINCKNEYVILLE P,649,972,26,39.4,59.01,-19.61,19.61,1647,683,919,41.62,56,-14.38,14.38,1641,365,677,22.47,41.68,-19.21,19.21,582,1624
"Gwinnett,PINCKNEYVILLE Q",Gwinnett,PINCKNEYVILLE Q,192,939,10,16.82,82.29,-65.47,65.47,1141,174,920,15.39,81.41,-66.02,66.02,1130,64,520,5.77,46.88,-41.11,41.11,525,1109
"Gwinnett,ROCKBRIDGE C",Gwinnett,ROCKBRIDGE C,664,3055,28,17.72,81.53,-63.81,63.81,3747,648,3005,17.41,80.75,-63.34,63.34,3721,316,2013,8.66,55.22,-46.56,46.56,1316,3645
"Gwinnett,ROCKBRIDGE D",Gwinnett,ROCKBRIDGE D,648,2008,30,24.12,74.75,-50.63,50.63,2686,627,1995,23.42,74.52,-51.1,51.1,2677,360,1324,13.76,50.61,-36.85,36.85,932,2616
"Gwinnett,GOODWINS C",Gwinnett,GOODWINS C,1217,2609,43,31.45,67.43,-35.98,35.98,3869,1226,2531,31.85,65.75,-33.9,33.9,3849,617,1435,16.44,38.25,-21.81,21.81,1699,3751
"Gwinnett,BAYCREEK K",Gwinnett,BAYCREEK K,1166,1697,41,40.15,58.43,-18.28,18.28,2904,1150,1645,40.02,57.25,-17.23,17.23,2873,651,1084,23.15,38.56,-15.41,15.41,1076,2811
"Gwinnett,CATES K",Gwinnett,CATES K,970,1138,26,45.45,53.32,-7.87,7.87,2134,979,1076,45.96,50.51,-4.55,4.55,2130,559,678,26.72,32.4,-5.68,5.68,855,2092
"Gwinnett,BAYCREEK C",Gwinnett,BAYCREEK C,1710,3086,53,35.26,63.64,-28.38,28.38,4849,1708,3029,35.41,62.8,-27.39,27.39,4823,919,1918,19.42,40.53,-21.11,21.11,1895,4732
"Gwinnett,CATES L",Gwinnett,CATES L,1126,1840,43,37.42,61.14,-23.72,23.72,3009,1120,1780,37.53,59.65,-22.12,22.12,2984,609,1122,20.83,38.38,-17.55,17.55,1192,2923
"Gwinnett,DULUTH E",Gwinnett,DULUTH E,965,2372,42,28.55,70.19,-41.64,41.64,3379,960,2291,28.55,68.14,-39.59,39.59,3362,488,1389,14.93,42.5,-27.57,27.57,1391,3268
"Gwinnett,GOODWINS D",Gwinnett,GOODWINS D,1355,1658,52,44.2,54.09,-9.89,9.89,3065,1326,1634,43.5,53.6,-10.1,10.1,3048,721,922,24.06,30.77,-6.71,6.71,1353,2996
"Gwinnett,LAWRENCEVILLE G",Gwinnett,LAWRENCEVILLE G,563,1457,20,27.59,71.42,-43.83,43.83,2040,558,1413,27.51,69.67,-42.16,42.16,2028,252,784,12.83,39.91,-27.08,27.08,928,1964
"Gwinnett,LAWRENCEVILLE H",Gwinnett,LAWRENCEVILLE H,1429,1692,52,45.03,53.32,-8.29,8.29,3173,1426,1632,45.16,51.69,-6.53,6.53,3157,748,989,24.23,32.04,-7.81,7.81,1349,3086
"Gwinnett,MARTINS F",Gwinnett,MARTINS F,421,1076,18,27.78,71.02,-43.24,43.24,1515,393,1043,26.46,70.23,-43.77,43.77,1485,174,557,11.87,38.02,-26.15,26.15,734,1465
"Gwinnett,PINCKNEYVILLE S",Gwinnett,PINCKNEYVILLE S,751,1418,37,34.04,64.27,-30.23,30.23,2206,746,1354,34.39,62.42,-28.03,28.03,2169,335,734,15.76,34.54,-18.78,18.78,1056,2125
"Gwinnett,ROCKBRIDGE E",Gwinnett,ROCKBRIDGE E,620,2311,40,20.86,77.78,-56.92,56.92,2971,592,2277,20.07,77.21,-57.14,57.14,2949,338,1454,11.71,50.38,-38.67,38.67,1094,2886
"Gwinnett,SUGAR HILL E",Gwinnett,SUGAR HILL E,1373,1238,52,51.55,46.48,5.07,-5.07,2663,1378,1183,51.86,44.52,7.34,-7.34,2657,735,713,28.16,27.31,0.85,-0.85,1162,2610
"Gwinnett,LAWRENCEVILLE I",Gwinnett,LAWRENCEVILLE I,774,1368,41,35.45,62.66,-27.21,27.21,2183,770,1332,35.38,61.21,-25.83,25.83,2176,404,794,18.99,37.32,-18.33,18.33,929,2127
"Gwinnett,BAYCREEK D",Gwinnett,BAYCREEK D,1481,1922,52,42.86,55.62,-12.76,12.76,3455,1483,1857,43.34,54.28,-10.94,10.94,3421,824,1235,24.42,36.6,-12.18,12.18,1315,3374
"Gwinnett,BERKSHIRE J",Gwinnett,BERKSHIRE J,990,1150,22,45.79,53.19,-7.4,7.4,2162,1027,1086,47.48,50.2,-2.72,2.72,2163,591,713,27.77,33.5,-5.73,5.73,824,2128
"Gwinnett,CATES M",Gwinnett,CATES M,1533,1647,46,47.52,51.05,-3.53,3.53,3226,1576,1544,48.95,47.96,0.99,-0.99,3219,884,1041,27.86,32.8,-4.94,4.94,1248,3173
